web_scraper_order,web_scraper_start_url,data,data2,data3,image
"1786124408-175","https://sawa9ly.app/wishlist","Câble de charge Rapide 3en1 Câble USB de 1.2 m avec 3 connecteurs 100W – كابل شحن سريع","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/59215/100W-3in1-cnc.jpg"
"1786124408-176","https://sawa9ly.app/wishlist","Ciseaux de manucure professionnels pour enlever les ongles – مقص مانيكير احترافي لإزالة الأظافر","600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/59224/Ciseaux-Onglerie-V1-CNC.jpg"
"1786124408-177","https://sawa9ly.app/wishlist","Trancheuse à électrique multifonctionnelle pour légumes et fruits – جهاز تقطيع الخضر والفواكه","3,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/59483/coupe-legume-v2-cnc.jpg"
"1786124408-178","https://sawa9ly.app/wishlist","Mini imprimante Thermique Bluetooth sans Fil pour Smartphone – طابعة حرارية لاسلكية","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/59688/BT-Printer-cnc.jpg"
"1786124408-179","https://sawa9ly.app/wishlist","Lumière LED Doigts de Signalisation pour Voitures 1PCS","1,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/59791/LED5050-CNC-(1).jpg"
"1786124408-180","https://sawa9ly.app/wishlist","Lampe de bureau rechargeable sans fil avec réveil LED et power bank 5000 mAh – مصباح مكتب ومصباح مع شاحن متنقل","2,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60098/DSK-Lamp-cnc-1.jpg"
"1786124408-181","https://sawa9ly.app/wishlist","Alarme de butée de porte sans fil activée par pression – جهاز إنذار أسفل الباب","1,250 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60139/Door-Alert-cnc.jpg"
"1786124408-182","https://sawa9ly.app/wishlist","Kit d’enregistrement vidéo pour smartphone et appareil photo avec microphone à LED intégré – طقم تصورير إحترافي مع ميكروفون وإضاءة مدمجة","2,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60320/PK-771-cnc-1.jpg"
"1786124408-183","https://sawa9ly.app/wishlist","Haut Parleur Bluetooth Portable S301 à LED RGB chargement sans fil 15W – مكبر صوت بلوتوث وشاحن لاسلكي 2في1","4,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60436/S301-CNC-1.jpg"
"1786124408-184","https://sawa9ly.app/wishlist","Endoscope WiFi Caméra d’inspection sans Fil 8 mm 6 LED réglables pour Smartphone – كاميرة للمناطق الضيقة","5,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60446/Endoscope-Wifi-cnc.jpg"
"1786124408-185","https://sawa9ly.app/wishlist","Lampe LED sous meuble rechargeable et tactile avec 3 modes de couleurs – مصباح مغناطيسي قابل للتثبيت في عدة أماكن","1,450 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60480/H55-CNC.jpg"
"1786124408-186","https://sawa9ly.app/wishlist","Poignet de Renforcement et Testeur de force de préhension Digital – جهاز تدريب مع مقياس لقبضة اليد","3,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60628/Grip-90KG-cnc.jpg"
"1786124408-187","https://sawa9ly.app/wishlist","Localisateur d’objets REMAX RT-G2306 Compatible avec Apple Find My – جهاز تحديد المواقع محمول","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60711/remax-cnc.jpg"
"1786124408-188","https://sawa9ly.app/wishlist","Ensemble Sac de Boxe Speed Bag SET 6Pcs pour l’entrainement à domicile – طقم كرة البوكس قابلة للإرتداد","2,350 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60767/Speed-Bag-Set-cnc.jpg"
"1786124408-189","https://sawa9ly.app/wishlist","Minuteur visuel 60 minutes outil de gestion du temps multifonctions","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/60910/Timer-cnc.jpg"
"1786124408-190","https://sawa9ly.app/wishlist","Horloge murale numérique à LED avec télécommande YX-2808 – ساعة حائط مع إضاءة مدمجة","3,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/61081/YX-2808-cnc.jpg"
"1786124408-191","https://sawa9ly.app/wishlist","Semelles et coussinets de chaussures talons pour femmes 1 Paire","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/61095/Sponge-4D-cnc.jpg"
"1786124408-192","https://sawa9ly.app/wishlist","Masque moto pour l’hiver coupe-vent en polaire avec protection pour les yeux – قناع مضاد للبرد لسائقي الدراجات النارية","850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/61136/Masque-Moto-V3-CNC.jpg"
"1786124408-193","https://sawa9ly.app/wishlist","Presse Agrume électrique 25W à Double rotation LEXICAL – عصارة حمضيات كهربائية","3,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/61495/Lexical-Juicer-cnc.jpg"
"1786124408-194","https://sawa9ly.app/wishlist","Lampe de Table Décorative Design Élégant Idéal pour Chambre de Nuit GM1 – مصباح غرفة النوم","3,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/61996/Lampe-Farasha-V2-4.jpg"
"1786124408-195","https://sawa9ly.app/wishlist","Lampe de Table Décorative Design Élégant Idéal pour Chambre de Nuit PM – مصباح غرفة النوم","2,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/62001/Lampe-Farasha-V1-2.jpg"
"1786124408-196","https://sawa9ly.app/wishlist","Ampoule LED RGBW E27 à intensité variable 16 couleurs – مصباح بأضواء ملونة","1,200 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/62079/LED-RGBW-CNC.jpg"
"1786124408-197","https://sawa9ly.app/wishlist","Château à neige lumineux avec paillettes tourbillonnantes – ديكور قلعة الثلج","4,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/62200/Crystal-Castle-1.jpg"
"1786124408-198","https://sawa9ly.app/wishlist","Calendrier Perpétuel à Rabat pour Décoration d’intérieur","1,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63144/Calendrie-Deco-cnc.jpg"
"1786124408-199","https://sawa9ly.app/wishlist","Boîte de rangement multifonctionnelle à plusieurs compartiments 1Pcs – علبة لتنظيم الأغراض متعددة الإستعمالات","1,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63284/storage-boxe-pl-cnc-1.jpg"
"1786124408-200","https://sawa9ly.app/wishlist","Humidificateur à Grain de Bois 200ml avec 7 Lumières de Couleur – معطر جو في الغرف","3,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63364/Aroma-Dif-V2-CNC.jpg"
"1786124408-201","https://sawa9ly.app/wishlist","Veilleuse de porte en bois portable avec détecteur de mouvement – مصباح مقبض الباب","2,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63767/JH.jpg"
"1786124408-202","https://sawa9ly.app/wishlist","2 Pile Rechargeable Lithium-Ion Type-C 1.2V 800mA – بطاريةقابلة للشحن","1,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63770/Piles-Rech-Bleu-cnc.jpg"
"1786124408-203","https://sawa9ly.app/wishlist","Serrure électronique d’armoire avec carte de déverrouillage – قفل درج ذكي مع بطاقة فتح","3,200 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/63807/Verrou-Tiroire-cnc.jpg"
"1786124408-204","https://sawa9ly.app/wishlist","Chariot de manutention pliable et léger à 2 roues avec cordes élastiques – عربة خفيفة الوزن وقابلة للطي ذات عجلتين مع حبال مرنة","3,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/64118/Chariot-Courses-cnc.jpg"
"1786124408-205","https://sawa9ly.app/wishlist","Coffret à bijoux en bois à 3 niveaux très élégant couleur noyer – علبة تنظيم المجوهرات","3,100 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65049/Box-Jowlery-bois-1.jpg"
"1786124408-206","https://sawa9ly.app/wishlist","Panier D’égouttage Rotatif pour Fruits et Légumes Facile et Rapide – سلة غسل الخضار","1,950 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65054/Salade-Spinner-cnc-1.jpg"
"1786124408-207","https://sawa9ly.app/wishlist","Coupe-ongles et lime à ongles électriques avec 9 têtes – جهاز قص الأظافر","2,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65243/Electric-nail-cliper-cnc.jpg"
"1786124408-208","https://sawa9ly.app/wishlist","Pack de 3 verrous de sécurité enfant pour électroménager et tiroirs – طقم قفل حماية للأطفال","600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65300/Tirroir-lock-cnc-1-(1).jpg"
"1786124408-209","https://sawa9ly.app/wishlist","Bandelettes nasales magnétiques anti-ronflement pour un meilleur sommeil – شرائط أنفية مغناطيسية للرياضة والنوم مضادة للشخير","1,650 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65461/Nasal-PATCH-CNC.jpg"
"1786124408-210","https://sawa9ly.app/wishlist","Enceinte bluetooth et lampe astronaute idéale pour la décoration de chambre YM-121 – مصباح ومكبر صوت بلوتوث","4,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65500/YM121-CNC.jpg"
"1786124408-211","https://sawa9ly.app/wishlist","Voiture karting électrique pliable 12V pour enfants avec marche arrière – سيارة سباق كهربائية للأطفال","24,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/65680/Kids-Electric-Car-cnc-1.jpg"
"1786124408-212","https://sawa9ly.app/wishlist","Multiprise et lampe de bureau 2500W avec USB Ports à intensité variable 3 couleurs","2,650 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66047/Socket-863-cnc.jpg"
"1786124408-213","https://sawa9ly.app/wishlist","Veilleuse LED Magnétique à Capteur de Mouvement","1,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66403/PIR-Night-Light-CNC-1.jpg"
"1786124408-214","https://sawa9ly.app/wishlist","Lampe de bureau et chargeur de téléphone portable sans fil 15 W – مصباح مكتب وشاحن لاسلكي","2,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66474/Chargeur-Basket-cnc.jpg"
"1786124408-215","https://sawa9ly.app/wishlist","Kit de Vlogging pour smartphone et appareil photo avec microphone et LED RGB","2,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66508/AY-49RGB-cnc.jpg"
"1786124408-216","https://sawa9ly.app/wishlist","Housse de volant séparée tissue alcantara antidérapant – غطاء عجلة القيادة","1,850 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66665/Couvre-Volant-Alcantara-cnc.jpg"
"1786124408-217","https://sawa9ly.app/wishlist","Housse de volant en fibre de carbone confortable et anti-dérapant – غطاء عجلة القيادة","1,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66733/Couvre-V-RED-Carbon-cnc.jpg"
"1786124408-218","https://sawa9ly.app/wishlist","Support Présentoir de Capsules 40 PCS Rotatif 360 Degrés – حامل كبسولات القهوة","2,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66812/Capsule-40pcs-CNC.jpg"
"1786124408-219","https://sawa9ly.app/wishlist","Lampe de table LED tactile rechargeable 3 couleurs design classique - مصباح ديكور بعدة درجات ضوئية","2,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66829/Lampe-RD-V2-CNC.jpg"
"1786124408-220","https://sawa9ly.app/wishlist","Guirlande LED Ramadan en Forme de Croissant et D’étoiles V3 – ستائر رمضانية مضيئة على شكل هلال ونجمة","2,450 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66957/media.jpeg"
"1786124408-221","https://sawa9ly.app/wishlist","Organisateur de casseroles à fixer sous un meuble robuste et réglable à 7 niveaux – منظم أواني","4,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/66968/Pot-Rack-cnc.jpg"
"1786124408-222","https://sawa9ly.app/wishlist","Souffleur avec Ventilateur Turbo à Jet 4 Vitesses V2 – جهاز نسف الهواء محمول","3,350 دج","هذا المنتج غير متوفر حاليًا","https://sawa9ly.app/storage/67864/Mini-Jet-V2-CNC.jpg"
"1786124408-223","https://sawa9ly.app/wishlist","Horloge Murale numérique LED Blanche 3D GH0720L – ساعة رقمية تصميم ثلاثي الأبعاد","2,250 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/67904/3D-White-clock-cnc.jpg"
"1786124408-224","https://sawa9ly.app/wishlist","Gants de moto Alpinestars MM93 Losail V2 Touche Tactile – قفازات إحترافية لسائقي الدراجات","4,700 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/67916/Alpin-Star-Moto-V1-CNC.jpg"
"1786124408-225","https://sawa9ly.app/wishlist","Machine à expresso portable idéale pour le déplacement et et les activités de plein air – ماكينة صنع القهوة محمولة","4,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/68356/Coffee-machine-cnc.jpg"
"1786124408-226","https://sawa9ly.app/wishlist","Jeu de blocs de construction colorés à faire tomber 30pcs - لعبة هدم الأبراج","2,100 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/68898/30pcs-cnc.jpg"
"1786124408-227","https://sawa9ly.app/wishlist","Vase Lumineux LED Tactile en Cristal Couleurs RGB Rechargeable - فازة كريستال مضيئة","2,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/68985/lt-137-cnc.jpg"
"1786124408-228","https://sawa9ly.app/wishlist","Porte-Manteau Mural Design Piano en Bois avec Touches Dorées - علاقة ملابس خشبية","2,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69201/porte-manteau-piano-3.jpg"
"1786124408-229","https://sawa9ly.app/wishlist","Smart Applique murale LED intelligente à détecteur de mouvement rechargeable 2Pcs - طقم مصباحين لإضاءة الممرات","2,300 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69248/smart-applique-cnc.jpg"
"1786124408-230","https://sawa9ly.app/wishlist","Détecteur de porte et fenêtre WiFi avec alarme capteur magnétique - مستشعر الأبواب والنوافذ الذكي","2,100 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69258/tuya-sensor-cnc.webp"
"1786124408-231","https://sawa9ly.app/wishlist","AVEL Prise intelligente WiFi avec commande vocale - مقبس طاقة ذكي (ويفي)","2,150 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69266/avel-wifi-cnc.jpg"
"1786124408-232","https://sawa9ly.app/wishlist","AVEL Prise intelligente WiFi avec commande vocale GM - مقبس طاقة ذكي (ويفي)","2,300 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69273/avel-plug-gm-cnc.jpg"
"1786124408-233","https://sawa9ly.app/wishlist","Écouteurs tour de cou Bluetooth Anker Soundcore Life U2 24 h d’autonomie - سماعات رياضية أصلية","3,850 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69323/life-u2i-cnc.jpg"
"1786124408-234","https://sawa9ly.app/wishlist","Tire Lait Electrique Mains Libres MY-378 4 Modes 12 Niveaux - جهاز إستخراج الحليب","7,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69926/my378-cnc2.webp"
"1786124408-235","https://sawa9ly.app/wishlist","Double Tire Lait Electrique Mains Libres MY-376 3 Modes 9 Niveaux - جهاز إستخراج الحليب 2 قطع","11,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69943/my376-double-cnc.png"
"1786124408-236","https://sawa9ly.app/wishlist","Double Tire Lait Electrique Mains Libres MY-375 4 Modes 12 Niveaux - جهاز إستخراج الحليب 2 قطع","15,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69950/my375-double-cnc.webp"
"1786124408-237","https://sawa9ly.app/wishlist","Double Tire Lait Electrique Mains Libres MY-378 4 Modes 12 Niveaux - جهاز إستخراج الحليب 2 قطع","15,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/69956/my378-double-cnc.webp"
"1786124408-238","https://sawa9ly.app/wishlist","Applique murale solaire LED à Clip avec détecteur de mouvements YX-672L-1 - مصباح كشاف مع حساس حركة","1,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70041/lampe-1.jpg"
"1786124408-239","https://sawa9ly.app/wishlist","Ensemble de bandes de résistance Elastiques 5Pcs pour exercices de sport - طقم أحزمة المقاومة للرياضيين","1,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70427/1775050837110_hc49ly2a_thera-band-cnc.jpg"
"1786124408-240","https://sawa9ly.app/wishlist","Pile rechargeable USB type C AAA 700mWh en lithium BestFire - بطارية ليثيوم قابلة لإعادة الشحن","1,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70605/1775483860850_yzbvk1oz_principal-copia-10.jpg"
"1786124408-241","https://sawa9ly.app/wishlist","Chauffe-biberon portable rechargeable avec écran LCD et Température réglable - سخان قارورة الحليب","3,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70666/1775553643179_decl02u3_warm-milk-v2-cnc.jpg"
"1786124408-242","https://sawa9ly.app/wishlist","Oreiller cervical d'appui-tête de voiture en mousse à mémoire de forme - وسادة عنق في السيارة","1,950 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70739/1775638663531_scm96fen_repose-tete-foam-cnc-(1).jpg"
"1786124408-243","https://sawa9ly.app/wishlist","Euro Master EU-045 Emergency Tyre Inflator - بخاخ إصلاح ونفخ إطارات السيارة","1,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/70765/1775654195855_vd74xapx_euro-master-cnc-(1).jpg"
"1786124408-244","https://sawa9ly.app/wishlist","Aspirateur Portable Multifonction 6en1 JB-168 batterie 1800 mAh Filtre HEPA - مكنسة كهربائية محمولة","5,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/71116/1776158113030_f8eaqcyp_jb-168-cnc.jpg"
"1786124408-245","https://sawa9ly.app/wishlist","Gilet Support de téléphone pour sports unisex - سترة رياضية لحمل الهاتف للجنسين","1,350 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/71131/1776160002828_yk2nvc6s_freepik__enhance__87793.png"
"1786124408-246","https://sawa9ly.app/wishlist","Panneau LED Neon Signe Open - لوحة مضيئة لواجهة محل","4,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/71278/1776257639802_hbb4dr3h_open-panel-v2-cnc.jpg"
"1786124408-247","https://sawa9ly.app/wishlist","Horloge murale ronde avec télécommande et grand écran LED numérique DS-3853L - ساعة حائط دائرية تعمل بجهاز تحكم عن بعد مزودة بإضاءة رقمية","3,700 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/71348/1776333275075_cqhbc1py_ds-3853l-cnc.jpg"
"1786124408-248","https://sawa9ly.app/wishlist","Sac à Dos MOTOCENTRIC pour Casque de Moto - حقيبة ظهر المخصصة لخوذة الدراجة النارية","8,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72134/1777803078929_5acbcuhf_moto-dream-cnc.jpg"
"1786124408-249","https://sawa9ly.app/wishlist","Casque Sans Fil Anker Q20i avec Réduction de Bruit Active - سماعات الرأس اللاسلكية بتقنية إلغاء الضوضاء","3,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72344/1777985910644_s8l48y3t_anker-q20i-cnc.jpg"
"1786124408-250","https://sawa9ly.app/wishlist","Écouteurs sans fil Monster Aura Fit GT29 Open-Back Ai Traduction - سماعات اللاسلكية بنظام الترجمة","3,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72530/1778320085690_9jb7ywkt_monster-gt29-cnc.jpg"
"1786124408-251","https://sawa9ly.app/wishlist","Microphone cravate sans fil Plokama VM-20 2,4 GHz - ارتقِ بصوتك إلى المستوى الاحترافي مع ميكروفون اللاسلكي المزدوج","3,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72738/1778423677504_oo11rste_imgi_59_y654re4.webp"
"1786124408-252","https://sawa9ly.app/wishlist","Organisateur de Maquillage Rotatif à 360° Deux Zones - منظم المكياج والأدوات الدوار 360 درجة","1,750 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72905/1778581380914_q11nwl6k_org-maquillage-023-cnc.jpg"
"1786124408-253","https://sawa9ly.app/wishlist","Organisateur de Pinceaux Rotatif à 360° - منظم فرش المكياج الدوار 360 درجة","1,400 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/72907/1778583119571_vh6ufmqb_515zgrhknql._ac_.jpg"
"1786124408-254","https://sawa9ly.app/wishlist","Compresseur de Voiture BEETRO BE0172 150 PSI - مضخة وضاغط الهواء للسيارات بقوة 100 واط","2,900 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/73131/1779013073769_94f5ypjs_be0172-cnc.jpg"
"1786124408-255","https://sawa9ly.app/wishlist","Coussinets de Talon Auto-Adhésifs Anti-Douleur et Anti-Frottement 1Pcs - وسادات حماية وتخفيف آلام كعب القدم ذاتية اللصق","850 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/73887/1780150095935-onnriu.jpg"
"1786124408-256","https://sawa9ly.app/wishlist","Clavier Mécanique Ajazz AK820 Pro Black avec Écran TFT et Structure Gasket - لوحة مفاتيح ميكانيكية","16,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/73956/1780489203588-4dqooj.jpg"
"1786124408-257","https://sawa9ly.app/wishlist","Clavier Mécanique Ajazz AK820 Purple avec Bouton de Volume et Structure Gasket - لوحة مفاتيح ميكانيكية","13,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/73970/1780489284993-f12qqi.jpg"
"1786124408-258","https://sawa9ly.app/wishlist","Clavier Gaming Magnétique ATTACK SHARK X68HE 60% avec Rapid Trigger et 8000Hz - لوحة مفاتيح المغناطيسية","12,500 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/73991/1780499772489-v3emj7.jpg"
"1786124408-259","https://sawa9ly.app/wishlist","Glacière et Réchauffeur Thermoélectrique Portable 28L avec Roues - ثلاجة وسخان متنقل سعة 28 لتر","21,000 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74015/1780568347442-tb1603.jpg"
"1786124408-260","https://sawa9ly.app/wishlist","Poignée de Prise de Vue Photo/Vidéo pour Téléphone avec Télécommande et Lumière LED - قبضة التصوير الذكية للهواتف بمؤثرات إضاءة وريموت بلوتوث","4,650 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74312/1781083460332-ktq882.jpg"
"1786124408-261","https://sawa9ly.app/wishlist","Protecteur de Câble Intelligent avec Éjection Automatique et Anti-Surcharge - وصلة حماية الشاحن الذكية بخاصية الفصل التلقائي","2,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74338/1781084558305-jf6awd.jpg"
"1786124408-262","https://sawa9ly.app/wishlist","Sac Étanche Ocean Pack Dry Bag 15L Haute Résistance avec Double Bretelles - حقيبة مقاومة للماء بالكامل بسعة 15 لتر","2,250 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74427/1781166157228-1aj92d.jpg"
"1786124408-263","https://sawa9ly.app/wishlist","Pistolet de Massage Professionnel avec 9 Têtes Interchangeables pour Relaxation Totale - جهاز تدليك الجسم الاحترافي بـ 9 رؤوس لتدليك الأنسجة العميقة","4,250 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74507/1781190928688-wuin26.webp"
"1786124408-264","https://sawa9ly.app/wishlist","Hydropulseur Dentaire Sans Fil Jet Dentaire Portable à 3 Modes et 4 Buses - جهاز تنظيف الأسنان واللثة المائي","3,200 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74761/1781703933019_q22ous06_51vjnr-gd-l._ac_.jpg"
"1786124408-265","https://sawa9ly.app/wishlist","Mini Power Bank Portable Anker 10W 5000mAh avec Connecteur Direct - باور بانك مصغر ومحمول","2,150 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74771/1781707052078_k8l076go_anker-pb5000.jpg"
"1786124408-266","https://sawa9ly.app/wishlist","GPS Anti-perte Outil de localisation intelligent E91 HOCO - جهاز تحديد المواقع لهواتف الأيفون","3,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/74979/1782031564262_xi5y7nzn_s6abdc8eb30eb4c50b711d9cb97375a917.jpg"
"1786124408-267","https://sawa9ly.app/wishlist","Déflecteur d'évent de climatisation réglable 270 degrés Anti soufflage Direct - موجه ومشتت هواء المكيف المنزلي","1,800 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/75134/1782117845026_58z712he_1.jpg"
"1786124408-268","https://sawa9ly.app/wishlist","Applique Murale LED Intelligente Avec Capteur de Mouvement Écran Horloge Numérique - مصباح الحائط الذكي بمستشعر حركة وشاشة رقمية لعرض الوقت","1,950 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/75179/1782132068832_0ojcxv0c_0.jpg"
"1786124408-269","https://sawa9ly.app/wishlist","Kit d'Éclairage 10 LED pour Miroir de Maquillage Contrôle Tactile - أشرطة إضاءة مرآة الماكياج","1,750 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/75222/1782212406118_vyv0jhp9_1.jpg"
"1786124408-270","https://sawa9ly.app/wishlist","Éclairage Solaire pour Escaliers et Marches Extérieures Étanche IP67 - مصابيح السلالم والأدراج الشمسية الذكية المقاومة للماء","1,250 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/75285/1782298696471_c8sjhcy8_1.jpg"
"1786124408-271","https://sawa9ly.app/wishlist","Écouteurs Open-Ear soundcore by Anker V20i Crochets Ajustables Autonomie 36H et Lumières LED - سماعات أنكر اللاسلكية ذات التصميم المفتوح والخطاف القابل للتعديل","5,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/75482/1782657742718_v26dr165_1.jpg"
"1786124408-272","https://sawa9ly.app/wishlist","Projecteur Antibrouillard LED Forme Chouette 40W - Éclairage Jaune/Blanc ET Devil Eye Rouge - مصابيح ضباب ليد بتصميم عين البومة","2,100 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/76088/1784985128318_6sjhyqji_1.jpg"
"1786124408-273","https://sawa9ly.app/wishlist","Lanterne de Camping LED Solaire et Rechargeable USB 40 LED + 2 COB - مصباح وكيشاف تخييم يدوي يعمل بالطاقة الشمسية بـ 4 وضعيات إضاءة","2,600 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/76141/1784990634997_l1n2dsfa_615hddzr0xl._sl1024_.jpg"
"1786124408-274","https://sawa9ly.app/wishlist","Boîte d'Organisation et Rangement de Maquillage Grande Capacité - منظم وصندوق أدراج للمكياج والمستحضرات بتصميم شفاف وعصري","2,750 دج","+ أضف إلى السلة","https://sawa9ly.app/storage/76237/1785059402073_s6cbglsj_61jgaad5lml._ac_sl1001_.jpg"
"1786133712-1","https://sawa9ly.app/category/8?page=9","1786133712-1","800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/1038/71S4FnSc3L._AC_SL1000_.jpg"
"1786133712-2","https://sawa9ly.app/category/8?page=9","1786133712-2","4,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/49702/Pack-Parepluie-cnc.jpg"
"1786133712-6","https://sawa9ly.app/category/8?page=9","1786133712-6","1,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/956/guirlande-lumineuse-en-fil-de-cuivre-de-30-cm-de-feux-d-artifice-de-boule-d-explosion-boite-de-150-piles-a-del-decorative-avec-t.jpg"
